order_id,customer_id,shop_id,order_date,ship_date,currency_code
206f63c8ac0c,a79977c0,DE,2024-01-01,2024-01-02,EUR
f66f7766fd39,c37253d3,DE,2024-01-01,2024-01-04,EUR
0c664b41bb00,c37253d3,DE,2024-01-01,2024-01-02,EUR
51e6e01cddad,b6633e30,DE,2024-01-01,2024-01-06,EUR
29090b4f4769,ef7323aa,DE,2024-01-01,2024-01-05,EUR
8299400c0aae,e3cb5179,DE,2024-01-01,2024-01-04,EUR
aa5d9de66d12,1e554010,DE,2024-01-01,2024-01-03,EUR
1fa113973cd7,627c77e8,DE,2024-01-01,2024-01-04,EUR
ff379b33ee62,4635a4d8,DE,2024-01-01,2024-01-03,EUR
fb1c4e521f1a,3278443b,DE,2024-01-01,2024-01-05,EUR
3fcc4fe710f7,5407c5e5,DE,2024-01-01,2024-01-04,EUR
73ca2e91f7d4,4cfc52d8,DE,2024-01-01,2024-01-03,EUR
713b47dcd5fc,bb749593,DE,2024-01-01,2024-01-03,EUR
98138bfea541,c37253d3,DE,2024-01-01,2024-01-02,EUR
84382d237be5,67de2df5,DE,2024-01-01,2024-01-02,EUR
415ec4dea6c1,59be937c,DE,2024-01-01,2024-01-04,EUR
12e6f36c9123,8a6b145d,DE,2024-01-01,2024-01-06,EUR
35d9dd88ec9c,61ff77c2,DE,2024-01-01,2024-01-03,EUR
a9f00d525449,206bff68,DE,2024-01-01,2024-01-05,EUR
d5e52dacb8b2,a083224e,DE,2024-01-01,2024-01-02,EUR
da779be12030,8ec011a9,DE,2024-01-01,2024-01-03,EUR
7a2b8cb19bf3,1ce8850e,DE,2024-01-01,2024-01-03,EUR
523b39b731bb,61ff77c2,DE,2024-01-01,2024-01-04,EUR
99ef2869f193,edcadc39,DE,2024-01-01,2024-01-06,EUR
27d82a65a366,2c3a998e,DE,2024-01-01,2024-01-05,EUR
5a46c51c03d5,221685a8,DE,2024-01-01,2024-01-06,EUR
c3a409425258,225843cf,DE,2024-01-01,2024-01-02,EUR
fce2a39880c8,e8086f7e,DE,2024-01-01,2024-01-05,EUR
360e949c9bd3,26660625,DE,2024-01-01,2024-01-02,EUR
bab3f3f0dbb7,01ec51d6,DE,2024-01-01,2024-01-06,EUR
59a9965f0f58,9c802f58,DE,2024-01-01,2024-01-05,EUR
2787187f49b0,abe7ec88,DE,2024-01-01,2024-01-02,EUR
a3c89fa2893d,c37253d3,DE,2024-01-01,2024-01-02,EUR
29ea836e2aab,61ff77c2,DE,2024-01-01,2024-01-06,EUR
2a86e41e4b5a,a083224e,DE,2024-01-01,2024-01-02,EUR
593190e2049d,8f9afbba,DE,2024-01-01,2024-01-02,EUR
c6d904edab9f,e68e2959,DE,2024-01-01,2024-01-02,EUR
1cc50dc8048a,5c5ffdd6,DE,2024-01-01,2024-01-06,EUR
04b69c7e1b04,b6be96e2,DE,2024-01-01,2024-01-03,EUR
e002030ec0aa,90345d36,DE,2024-01-01,2024-01-06,EUR
97659da923f9,231aca00,DE,2024-01-01,2024-01-02,EUR
e3adbffbeca9,61ff77c2,DE,2024-01-01,2024-01-06,EUR
1d6c388d27e5,c37253d3,DE,2024-01-01,2024-01-03,EUR
24ddaf79dc3d,bc4d8d53,DE,2024-01-01,2024-01-02,EUR
9a47d571c396,838ed004,AT,2024-01-01,2024-01-02,EUR
d53d34bd75e2,c4299acf,AT,2024-01-01,2024-01-04,EUR
1cab67b0487a,f2555c6b,AT,2024-01-01,2024-01-06,EUR
6ca20921dd44,54561c84,AT,2024-01-01,2024-01-05,EUR
6404ae673b09,d8027cca,AT,2024-01-01,2024-01-05,EUR
fab73efaadb2,5b630fd7,AT,2024-01-01,2024-01-04,EUR
eb89b5d00cc6,61ff77c2,AT,2024-01-01,2024-01-02,EUR
7b060c168016,992d2294,AT,2024-01-01,2024-01-05,EUR
a96c54eee299,231aca00,AT,2024-01-01,2024-01-03,EUR
7267cac3ffb1,e9b18223,AT,2024-01-01,2024-01-02,EUR
3abacc19473f,1d171170,AT,2024-01-01,2024-01-05,EUR
74d4a2643aba,371fa53a,AT,2024-01-01,2024-01-04,EUR
4c16383be4fa,15c76f9c,CH,2024-01-01,2024-01-05,CHF
4263b1dea6d7,e8086f7e,CH,2024-01-01,2024-01-06,CHF
bdf8c749c5c7,06725907,CH,2024-01-01,2024-01-02,CHF
204c65c33bdd,22a51147,CH,2024-01-01,2024-01-05,CHF
6826f725ada2,47dd95a7,CH,2024-01-01,2024-01-05,CHF
c1e346c757e5,e68e2959,CH,2024-01-01,2024-01-06,CHF
91af3564c5ce,4091054d,CH,2024-01-01,2024-01-02,CHF
8b72e7b1c9a8,9b4ba111,CH,2024-01-01,2024-01-04,CHF
b283c8db2be0,36982961,CH,2024-01-01,2024-01-03,CHF
43c582292b78,82f07527,CH,2024-01-01,2024-01-05,CHF
849da35c4ed0,43b4c191,CH,2024-01-01,2024-01-03,CHF
17306802ce64,1493b0ae,CH,2024-01-01,2024-01-04,CHF
f6aa53ecac1a,141fd02e,CH,2024-01-01,2024-01-04,CHF
d8249497aef0,fe17764d,CH,2024-01-01,2024-01-06,CHF
c69bf1f80e83,61ff77c2,CH,2024-01-01,2024-01-05,CHF
c2e0eff0e39b,e2f8f04e,CH,2024-01-01,2024-01-02,CHF
827716b72a91,a44b3d84,DE,2024-01-02,2024-01-04,EUR
0a7bd9ecb138,79f0bfda,DE,2024-01-02,2024-01-05,EUR
241dc594d57b,26da1ac6,DE,2024-01-02,2024-01-07,EUR
07636c645325,206bff68,DE,2024-01-02,2024-01-03,EUR
5a6fc5f2780d,fe1b62d7,DE,2024-01-02,2024-01-07,EUR
23e637763849,941b8775,DE,2024-01-02,2024-01-05,EUR
a5c9433e177f,e68e2959,DE,2024-01-02,2024-01-05,EUR
5ff0825d2fa5,206bff68,DE,2024-01-02,2024-01-05,EUR
97f20536c4a3,7e1e14a9,DE,2024-01-02,2024-01-04,EUR
799e57536bed,32ef93e3,DE,2024-01-02,2024-01-07,EUR
365d81248355,f99550e3,DE,2024-01-02,2024-01-04,EUR
22853f3579b6,13ce418a,DE,2024-01-02,2024-01-05,EUR
db2e54213f0e,c37253d3,DE,2024-01-02,2024-01-06,EUR
063b0dd720ed,25621025,DE,2024-01-02,2024-01-07,EUR
565b3067d4ba,42ab5462,DE,2024-01-02,2024-01-04,EUR
c1677933797d,225843cf,DE,2024-01-02,2024-01-07,EUR
0a7c69bb0063,d6a0eb23,DE,2024-01-02,2024-01-04,EUR
4cf70fcda158,ddf7bb43,DE,2024-01-02,2024-01-06,EUR
c72bb9fd550f,225843cf,DE,2024-01-02,2024-01-03,EUR
977f8df9ecd2,f24e86b5,DE,2024-01-02,2024-01-03,EUR
98a781817349,e3cb5179,DE,2024-01-02,2024-01-07,EUR
5cf42a229d88,0abf35a3,DE,2024-01-02,2024-01-06,EUR
87af221c6ccc,c37253d3,DE,2024-01-02,2024-01-04,EUR
14335abaa5be,cb530cdc,DE,2024-01-02,2024-01-06,EUR
6a1b9f390bd4,54561c84,DE,2024-01-02,2024-01-07,EUR
0f9f0235fe43,fdf070ae,DE,2024-01-02,2024-01-06,EUR
1cb05545c29c,e8086f7e,DE,2024-01-02,2024-01-04,EUR
69f9a6372263,206bff68,DE,2024-01-02,2024-01-06,EUR
857ea9b2ade8,180dc54d,DE,2024-01-02,2024-01-06,EUR
cd9be6f8595f,ed979edf,DE,2024-01-02,2024-01-06,EUR
66937eeaa7ce,5c0ce6e2,DE,2024-01-02,2024-01-03,EUR
0e6fb042a7a6,0f4ed6a2,DE,2024-01-02,2024-01-07,EUR
0afd0129c930,b2f68066,DE,2024-01-02,2024-01-07,EUR
4eadc8b006ee,5c0ce6e2,DE,2024-01-02,2024-01-04,EUR
46ac5c368017,c4299acf,DE,2024-01-02,2024-01-06,EUR
c8b9086f9c45,2adb5f48,DE,2024-01-02,2024-01-03,EUR
ad88ad1454d7,5fc91bcf,DE,2024-01-02,2024-01-03,EUR
5bad4913fc77,6e34e3ce,DE,2024-01-02,2024-01-05,EUR
a16061901993,206bff68,DE,2024-01-02,2024-01-07,EUR
b55bb53985a7,9c802f58,DE,2024-01-02,2024-01-06,EUR
4f0b3e38d230,61ff77c2,DE,2024-01-02,2024-01-05,EUR
0d6fd86d875a,c37253d3,DE,2024-01-02,2024-01-05,EUR
ff084927c8e9,df00996f,DE,2024-01-02,2024-01-07,EUR
8e80c8c21214,67de2df5,DE,2024-01-02,2024-01-04,EUR
b43a88e0ab54,9ccc744f,DE,2024-01-02,2024-01-06,EUR
e0815aaf6e2d,26305e34,AT,2024-01-02,2024-01-07,EUR
db6f5471d4c4,e265a7cd,AT,2024-01-02,2024-01-03,EUR
9e85d14fcc2e,d81dc402,AT,2024-01-02,2024-01-04,EUR
6a85934bf773,206bff68,AT,2024-01-02,2024-01-07,EUR
72e7e048ee6c,6e34e3ce,AT,2024-01-02,2024-01-03,EUR
33fee6f0a91b,9c802f58,AT,2024-01-02,2024-01-04,EUR
a5d5ec55220c,c37253d3,AT,2024-01-02,2024-01-04,EUR
8887dee4ab69,9af8ad7b,AT,2024-01-02,2024-01-03,EUR
7b3cbc0c1d46,8cbf04d5,AT,2024-01-02,2024-01-07,EUR
bf066e7bfae5,e7c9b3ac,AT,2024-01-02,2024-01-05,EUR
19d9d615b5d9,97671f5f,AT,2024-01-02,2024-01-06,EUR
feab64ef6247,9f3e132f,AT,2024-01-02,2024-01-06,EUR
d5068bc75615,fdf070ae,AT,2024-01-02,2024-01-07,EUR
9bdc5621a84f,60aaf8c7,AT,2024-01-02,2024-01-03,EUR
c251182e9489,206bff68,CH,2024-01-02,2024-01-07,CHF
2399e9cfe210,9f3e132f,DE,2024-01-03,2024-01-06,EUR
bcab8e031d18,4371fb84,DE,2024-01-03,2024-01-04,EUR
1587437a5166,1b5d46e9,DE,2024-01-03,2024-01-06,EUR
724113b3d2a2,2c3a998e,DE,2024-01-03,2024-01-05,EUR
bf09f74346f3,e8086f7e,DE,2024-01-03,2024-01-04,EUR
c069eb428185,23b5e220,DE,2024-01-03,2024-01-06,EUR
5432684cfaa0,206bff68,DE,2024-01-03,2024-01-08,EUR
c58d6ec0252e,a67f1e85,DE,2024-01-03,2024-01-06,EUR
b127d9569cde,22a72400,DE,2024-01-03,2024-01-06,EUR
93ca66db90d6,44292c9e,DE,2024-01-03,2024-01-04,EUR
2a9f13461336,d11c0e33,DE,2024-01-03,2024-01-05,EUR
50a5567037d2,27e21d67,DE,2024-01-03,2024-01-04,EUR
5fc56b5c0331,3470415d,DE,2024-01-03,2024-01-08,EUR
f86ee8f4894a,fc348943,DE,2024-01-03,2024-01-06,EUR
31c114fe87c9,1e554010,DE,2024-01-03,2024-01-05,EUR
b50401d43773,0d3fe837,DE,2024-01-03,2024-01-08,EUR
77e256bed588,61ff77c2,DE,2024-01-03,2024-01-07,EUR
0f566560e37d,fdf070ae,DE,2024-01-03,2024-01-04,EUR
94a7d8a119cd,272d6104,DE,2024-01-03,2024-01-08,EUR
3545a5a3ac93,e1200af4,DE,2024-01-03,2024-01-06,EUR
5e9290a5393d,bb23c6f3,DE,2024-01-03,2024-01-04,EUR
66a1b6a40dda,f0befae3,DE,2024-01-03,2024-01-07,EUR
486e50d796a4,86359f62,DE,2024-01-03,2024-01-06,EUR
bf9d50e5dc26,7c8b6297,DE,2024-01-03,2024-01-05,EUR
9fc5bacd2aa2,d16fc07b,DE,2024-01-03,2024-01-08,EUR
88b5733b628a,206bff68,DE,2024-01-03,2024-01-05,EUR
4e29c13e35a0,8e2c5bef,DE,2024-01-03,2024-01-07,EUR
4e4f43378141,dce93ac3,DE,2024-01-03,2024-01-04,EUR
7289eb1698d2,388b21d6,DE,2024-01-03,2024-01-08,EUR
8ef2c87af735,0027cf7a,DE,2024-01-03,2024-01-05,EUR
d314d5e17507,2adb5f48,DE,2024-01-03,2024-01-05,EUR
df5d9842607a,a7f9d537,DE,2024-01-03,2024-01-04,EUR
643a8721ed93,fdf070ae,DE,2024-01-03,2024-01-05,EUR
93386d166353,5b0a421a,DE,2024-01-03,2024-01-07,EUR
c0bfcfe358e7,c62e0f57,DE,2024-01-03,2024-01-04,EUR
546136806919,c7408a2b,DE,2024-01-03,2024-01-07,EUR
a842e63233a6,06725907,DE,2024-01-03,2024-01-04,EUR
eed9242767fd,d3e6b1de,DE,2024-01-03,2024-01-08,EUR
9bd204602c1c,eff30a81,DE,2024-01-03,2024-01-04,EUR
b15a2dcb46f5,e7fada77,DE,2024-01-03,2024-01-05,EUR
c60f932b8a83,fab1fb0a,DE,2024-01-03,2024-01-04,EUR
40c6a53d293c,c1e0f321,DE,2024-01-03,2024-01-07,EUR
c6bad289a3ba,5c0ce6e2,DE,2024-01-03,2024-01-04,EUR
1d1b4675d776,e68e2959,DE,2024-01-03,2024-01-07,EUR
4106fdd44f82,c7f4a9e4,DE,2024-01-03,2024-01-05,EUR
783274cfd35b,cb530cdc,DE,2024-01-03,2024-01-06,EUR
6a5fa6f3b5f7,4ca125fd,AT,2024-01-03,2024-01-07,EUR
ed054ea123e7,22a72400,AT,2024-01-03,2024-01-05,EUR
74c4ad09fda7,206bff68,AT,2024-01-03,2024-01-06,EUR
9cfbd382c72b,e68e2959,AT,2024-01-03,2024-01-08,EUR
12df91aaedfd,d374890a,AT,2024-01-03,2024-01-06,EUR
7094bb9ddbf7,c37253d3,AT,2024-01-03,2024-01-06,EUR
976ba696ebda,79c3bf8d,AT,2024-01-03,2024-01-05,EUR
26dd62337d40,d4c1c8e6,AT,2024-01-03,2024-01-05,EUR
563081c0892e,02574dd1,AT,2024-01-03,2024-01-07,EUR
1496f192cc04,206bff68,CH,2024-01-03,2024-01-07,CHF
753d17afdfe7,e7c9b3ac,CH,2024-01-03,2024-01-06,CHF
6514fa7f2e54,cf618303,CH,2024-01-03,2024-01-06,CHF
cc76267385cd,e8086f7e,CH,2024-01-03,2024-01-06,CHF
28cc4d55589f,1ce8850e,CH,2024-01-03,2024-01-06,CHF
c51f92dc917f,7b314ad4,CH,2024-01-03,2024-01-06,CHF
d88a07590a97,8358e810,CH,2024-01-03,2024-01-05,CHF
04febd3599a0,206bff68,CH,2024-01-03,2024-01-05,CHF
61b34dc29f26,61ff77c2,CH,2024-01-03,2024-01-06,CHF
9c0a78feeaba,c37253d3,CH,2024-01-03,2024-01-06,CHF
0ab3b2205f1f,ed5dbcdc,CH,2024-01-03,2024-01-04,CHF
11e88ef0ebed,22a72400,CH,2024-01-03,2024-01-05,CHF
90313a0528d6,a0fbd41d,CH,2024-01-03,2024-01-05,CHF
dcfc40c63ada,90345d36,CH,2024-01-03,2024-01-08,CHF
b6efc5894b32,e7fada77,CH,2024-01-03,2024-01-08,CHF
505ecd592651,07f430a7,DE,2024-01-04,2024-01-05,EUR
b657e7be3d8e,82ab5276,DE,2024-01-04,2024-01-08,EUR
767285658b74,1ce8850e,DE,2024-01-04,2024-01-09,EUR
55c38e6b8235,a0d199ea,DE,2024-01-04,2024-01-07,EUR
f249666a5eef,a03ebfd4,DE,2024-01-04,2024-01-08,EUR
61bfa384a33d,225843cf,DE,2024-01-04,2024-01-06,EUR
085e78d5c392,3f675c26,DE,2024-01-04,2024-01-06,EUR
20604df1ee10,225843cf,DE,2024-01-04,2024-01-09,EUR
9812a5daedbf,c37253d3,DE,2024-01-04,2024-01-07,EUR
344cf59eabd1,e8be0109,DE,2024-01-04,2024-01-08,EUR
47bfa73259c5,8549a792,DE,2024-01-04,2024-01-09,EUR
c563191016aa,88d811f2,DE,2024-01-04,2024-01-09,EUR
35b0e52e10a5,2a614cb8,DE,2024-01-04,2024-01-05,EUR
6e1378bac9ff,7499d130,DE,2024-01-04,2024-01-08,EUR
527dced78c31,089bec82,DE,2024-01-04,2024-01-08,EUR
985928c7af05,e8be0109,DE,2024-01-04,2024-01-05,EUR
2e9a812adf2b,f95d45d3,DE,2024-01-04,2024-01-09,EUR
193020e51eeb,ea1a670a,DE,2024-01-04,2024-01-08,EUR
30cd6a506c29,e8086f7e,DE,2024-01-04,2024-01-07,EUR
ee8b32bca165,56502271,DE,2024-01-04,2024-01-08,EUR
a3dbe1b9fa35,61ff77c2,DE,2024-01-04,2024-01-08,EUR
2ad1b9f88c98,8d1eb8bc,DE,2024-01-04,2024-01-06,EUR
78994e76627c,ef3cc93a,DE,2024-01-04,2024-01-05,EUR
9b144ee8af2a,a99ab77f,DE,2024-01-04,2024-01-09,EUR
742d17215c5f,92b969f3,DE,2024-01-04,2024-01-07,EUR
7d4d2b3b5bfd,d3e6b1de,DE,2024-01-04,2024-01-09,EUR
5a28a76a1ef3,781c2216,DE,2024-01-04,2024-01-09,EUR
b63eff9868d5,e8086f7e,DE,2024-01-04,2024-01-05,EUR
6b01cb98a9f0,ef7323aa,DE,2024-01-04,2024-01-08,EUR
0e452b35657d,15c76f9c,DE,2024-01-04,2024-01-05,EUR
9a6d5158eebd,b1bbaa0f,DE,2024-01-04,2024-01-08,EUR
97ee025abafe,658f153e,DE,2024-01-04,2024-01-05,EUR
4f15d82ec944,206bff68,DE,2024-01-04,2024-01-06,EUR
9e95812d5755,f95d45d3,DE,2024-01-04,2024-01-09,EUR
9dde2c74b125,180dc54d,DE,2024-01-04,2024-01-08,EUR
775d6ae48c46,e1b47039,DE,2024-01-04,2024-01-08,EUR
effe5459492e,85562396,DE,2024-01-04,2024-01-05,EUR
07699df45161,c7408a2b,DE,2024-01-04,2024-01-06,EUR
cb8a8854b248,c17451f0,DE,2024-01-04,2024-01-08,EUR
59160775136e,e7fada77,DE,2024-01-04,2024-01-08,EUR
95129abb75c9,a834f8f0,DE,2024-01-04,2024-01-07,EUR
